,text_stem,topic
421,футбольн болельщик след сезон смогут покупа алкогол матч лиг чемпион лиг европ сообща daily mail исполнительн комитет союз европейск футбольн ассоциац уеф внес поправк закон распространен алкогол игр еврокубк продаж алкогольн продукц стадион соверша соответств законодательств стран принима матч руководител организац футбольн болельщик европ рона эвейн поддержа решен уеф долг врем футбольн болельщик чувствова несправедлив отношен сравнен поклонник друг вид спорт например регб плох хорош поведен завис вид спорт котор интересуеш запрет алкогол каса вип мест футбольн матч создав классов неравенств внутр стадион — сказа однак английск болельщик могут оста недовольн принят поправк законодательств британ прежн запреща футбольн фанат употреблен алкогол трибун поэт придет выпива напитк подтрибун помещен запрет распространен алкогольн продукц стадион друг площадк уеф действова год сезон фина лиг европ пройдет бак главн матч лиг чемпион примет мадрид,Спорт
422,бывш египетск футболист тренер абдрах мухаммед негм умер сердечн приступ комментиру матч сво сборн саудовск арав чемпионат мир сообща издан arab news сборн египт проигра саудовск арав счет пропуст гол добавлен кажд тайм врем негм котор комментирова встреч одн местн телеканал случ сердечн приступ поздн сконча врем тренерск карьер работа египетск замалек египтян выступа групп росс уругва саудовск арав команд проигра трех матч трех заня последн мест пле офф вышл хозяев турнир южноамериканц фина команд росс встрет испан уругва сыгра португал котор выступа групп,Спорт
423,туринск ювентус очередн предложен приостанов переговор московск цска переход полузащитник александр головин сообща gianlucadimarzio com информац издан итальянск клуб соглас заплат хавбек миллион евр плюс процент след продаж футболист однак представител цска настаива – миллион евр летн полузащитник la gazzetta dello sport сообща ювентус приостанов попытк приобрест головин повышен цен футболист связ удачн выступлен чемпионат мир год интерес сторон лондонск челс июн la gazzetta dello sport написа россиянин интерес лондонск челс кром англича россиянин претенд французск монак такж манчестер юнайтед испанск барселон головин — сам дорог футболист сборн росс порта transfermakt de оценива трансферн стоимост миллион евр перв матч сборн росс чемпионат мир прот саудовск арав головин заб мяч отда две результативн передач встреч команд египт футболист провел пол ве матч встреч прот уругв хавбек принима участ,Спорт
424,футболист сборн испан иск яг аспас серх рамос оцен игр команд росс котор встрет фина чемпионат мир год слов спортсмен привод тасс полузащитник иск заяв хозяев турнир явля опасн соперник вне всяк сомнен матч прот сборн росс очен сложн эт стран хозяйк котор болет ве стадион несмотр поражен сборн уругв российск команд выступ группов этап — подчеркнул спортсм соглас напада яг аспас котор такж отмет результат матч сборн уругв сто дела вывод российск команд игра основн состав капита сборн испан рамос отмет команд внесет корректив игр сдела возможн обыгра росс пле офф вечер июн испанц сыгра внич марокк — добавлен врем аспас сумел заб мяч котор засчита просмотр видеоповтор гол позвол сборн испан стат перв групп оперед португальц об коллектив набра пят очк однак красн фур обошл соперник дополнительн показател росс заня втор мест групп поражен уругв команд набра шест очк матч фина испан состо июл москв,Спорт
425,бывш хоккеист тольяттинск лад серг огородник погиб авар водн мотоцикл год сообща официальн сайт клуб коллект лад выраз соболезнован родн близк хоккеист огородник выступа состав тольяттинц сезон счет очк заброшен шайб голев передач матч форвард успел поигра состав так команд московск динам новокузнецк металлург автомобилист екатеринбург столичн цска минувш сезон россиянин провел чемпионат польш огородник — чемпион мир сред юниор,Спорт
426,бывш напада сборн швец злата ибрагимович призна наход поиск хейтер котор течен все карьер дают дополнительн мотивац рассказа интерв espn хейтер дают энерг люд котор вер эт помога стара игра доказа способ мног заставля эт люд станов мо фанат нужн хейтер двига вперед — сказа ибрагимович март год швед защища цвет американск футбольн клуб лос анджелес гэлакс матч mls ибрагимович заб гол форвард игра сборн швец июн год врем выступлен национальн команд напада провел матч заб мяч швед сумел отобра мундиал обыгра стыков матч итал апрел появ информац ибрагимович вернут национальн команд рад поездк чемпионат мир росс напада оценива сво шанс попадан соста высок главн тренер сборн швец ян андерссон опроверг слух,Спорт
427,бар ри де жанейр намерева угоща сво посетител бесплатн пив кажд паден напада неймар врем матч заключительн тур группов этап прот серб сообща twitter аккаунт seleção brasileira твит вызва бурн реакц пользовател частност anthonydewhurs шутк предполож бар разор перерыв над поднимет ног — написа пользовател simfive банкротств процесс — прокомментирова твит ducato d milano ‏сборн бразил сыгра серб июн матч начнет московск времен чемпионат мир продл июл фина пройдет московск стадион лужник,Спорт
428,летн вратар сборн египт эсс эл хадар включ стартов соста команд игр саудовск арав сообща twitter аккаунт мундиал эл хадар стал сам возрастн игрок истор турнир ран рекорд удержива игрок сборн колумб фарид мондрагон котор игра миров первенств год такж пятерк сам возрастн футболист чемпионат мир росс вошел российск защитник серг игнашевич момент стартов свистк перв матч сборн росс мундиал лет дне египет сыгра саудовск арав июн волгоград встреч нача московск времен об команд потеря шанс выход пле офф турнир июн стал известн окончан чемпионат мир главн тренер египетск команд эктор купер увол,Спорт
429,напада сборн египт мохаммед сал тренир обычн режим дела заявлен сво уход рассказа rt руководител информацион отдел команд усам исма подобн сал наход тренировочн баз тренир вмест сво коллег присутствова матч так сообща руководств делегац никак разговор тем зна откуд cnn эт информац сто брат информац нем кром то twitter — подчеркнул ран телекана cnn переда сал заверш выступлен национальн команд встреч глав чечн рамзан кадыров информац телекана египтянин недовол наскольк широк сми освеща эт событ чечн слух назва ложн сал чемпионат мир провел матч — сборн росс перв встреч уругва пропуст продолжа восстанавлива травм плеч,Спорт
430,сборн росс проигрыва команд уругв перв тайм матч группов этап чемпионат мир сообща корреспондент лент ру встреч проход понедельник июн самар десят минут напада уругв луис суарес откр счет удар штрафн й минут мяч отскок денис черышев втор залетел ворот перв тайм две желт карточк получ защитник игор смольник параллельн матч групп сборн египт игра команд саудовск арав перв тайм счет единствен гол египтя заб напада мохамед сал й минут соперник ответ мяч полузащитник сальма ал фаридж добавлен врем сборн росс уругв обеспеч мест пле офф итог встреч станет известн итогов расстановк команд квартет сыгра представител групп котор выступа испан португал ира марокк,Спорт
431,сборн росс проигра команд уругв матч трет тур группов этап чемпионат мир сообща корреспондент лент ру встреч состоя понедельник июн самар заверш счет перв мяч забит перв тайм отлич напада луис суарес гол сво ворот заб россиянин денис черыш й минут трет гол заб форвард эдинсон каван так образ сборн росс заня втор мест групп уругвайц стал перв об команд сыгра пле офф соперник определ поздн июн состо матч испан — марокк португал — ира чемпионат мир продл июл,Спорт
432,защитник сборн ира мортез поуралиганж рассказа врем матч группов этап чемпионат мир прот сборн испан форвард соперник ди кост оскорб мат сестр сво twitter аккаунт написа журналист син сэмиа ди кост игр проклина мо жизн сказа нача конц отвратительн — подел футболист частност поуралиганж отмет испанск форвард оскорб мат сестр гляд прям глаз июн матч сборн ира испанск команд заверш счет единствен гол й минут встреч заб кост трет тур группов этап ира сыгра сборн португал друг встреч квартет b испанц команд марокк матч состо июн начнет московск времен чемпионат мир заверш июл фина турнир пройдет московск стадион лужник,Спорт
433,посол аргентин росс рикард лагор подтверд четвер аргентинц устро драк хорватск болельщик врем матч группов этап чемпионат мир покинул стран сообща тасс виде четыр аргентинц бьют одн человек предположительн хорват изъят fan id покинул территор российск федерац — заяв лагор июн аргентин попрос росс депортирова четвер фанат драк хорватск болельщик соответств заявлен сдела министр безопасн республик патрис буллрич июн нескольк аргентинц атакова двух хорватск болельщик подтрибун помещен стадион нижн новгород хорват успел ретирова драк разня проходя мим посетител стадион болельщик оста лежа получ нескольк удар ног драк произошл врем матч аргентинц сборн хорват котор заверш разгромн поражен южноамериканц,Спорт
434,аргентинск футбольн тренер каруз ломбард увидел слаб игр напада лионел месс намерен подстав главн тренер национальн сборн хорх сампаол сообща marca месс съел сем тренер так чувств намерен сыгра плох брос сампаол огон должн выгна месс забот игра прот указан тренер хочет окруж игрок котор нрав лучш — заяв ломбард мнен ломбард месс хотел определя тактик игр сборн чемпионат мир отношен главн тренер испорт давн летн месс явля капитан сборн чемпионат мир июн репортер america tv себастья темпон сообщ игрок сборн аргентин реш отстран главн тренер формирован состав след игр темпон такж замет последн слов выбор игрок матч нигер останет месс полузащитник хавьер маскера июн аргентин проигра хорват втор тур команд месс оказа гран вылет чемпионат мир перв матч турнир аргентинц такж смогл обыгра исланд — матч заверш счет плох результат неубедительн игр сборн раскритикова аргентин выйдет след стад турнир обыгра африканц встреч назнач июн начнет,Спорт
435,напада сборн росс арт дзюб предполож команд проигра матч уругва хват везен слов спортсм привод корреспондент лент ру уругва — топ команд ним игра обидн втор гол — эт вообщ зна возможн двух предыдущ игр нам везл сегодн — невезен обраточк вернул постара госпож фортун вернут наш сторон — заяв напада числ друг причин отмет перв пропущен гол удален игор смольников перв тайм дзюб подчеркнул игр уругв сдела виноват вмест побежда вмест проигрыва внутрен договор сегодн проигра — подчеркнул уругва разгром росс счет й минут хозяев игра меньшинств том момент соперник заб мяч трет гол россиян пропуст добавлен врем поражен сборн росс лиш перв мест групп пропуст вперед уругва об команд сыгра пле офф соперник определ матч групп,Спорт
436,футболист сборн швец джимм дурмаз ассириец происхожден отреагирова оскорблен сво адрес поражен сборн герман матч группов этап чемпионат мир заявлен игрок опубликова официальн сайт федерац футбол швец svff угрожа называ арабск дьявол террорист талиб — переход черт — заяв дурмаз такж отмет слыша угроз адрес сем частност дет поступа эт совершен неприемлим — отреагирова дурмаз июн svff направ запрос полиц расследова угроз оскорблен поступ адрес дурмаз социальн сет представител федерац такж назва подобн комментар неприемлем июн сборн швец уступ немц счет реша гол заб тон кроос реализова штрафн й минут матч дурмаз вышел замен й минут матч вмест игрок краснодар виктор классон матч трет тур групп f швед проведут прот команд мексик встреч состо июн начнет московск времен чемпионат мир продл июл,Спорт
437,сборн испан сыгра внич команд марокк последн матч группов этап чемпионат мир вышл росс фина сообща корреспондент лент ру встреч прошл понедельник июн заверш счет состав испанц забит мяч отмет иск минут яг аспас й минут марокканц ответ гол халиб бутаид юссеф эн несир параллельн встреч сборн португал сыгра внич иранц й минут рикард куарежм заб перв мяч игр иранц ответ гол пенальт исполнен карим ансарифард добавлен врем гол лиш португал перв мест групп испанц набра пят очк однак заня втор мест дополнительн показател фина португальц сыгра уругва ран сборн росс разгромл уругва — хозяев турнир стал втор групп уругвайц заня перв мест мундиал вылетел саудовск арав египет,Спорт
438,главн тренер сборн росс футбол станисла черчес эфир перв кана прокомментирова результат матч трет тур группов этап чемпионат мир прот команд уругв одн сторон плох проигра — пощечин определен момент полезн поэт спокойн буд ждат нам попадет хот эт команд друг уровн игр подготов след сегодн скорост игр друг соперник индивидуальн качеств друг поня как след уровен — заяв специалист ран июн россиян проигра уругва счет состав соперник забит мяч отмет напада луис суарес эдинсон каван такж автогол отмет полузащитник денис черыш сборн росс заня втор мест групп уругвайц стопроцентн результат стал перв трет мест оста саудовск арав котор параллельн встреч обыгра египет — соперник россия уругвайц станут известн поздн июн пройдут матч групп испан сыгра марокк португал — иран чемпионат мир продл июл,Спорт
439,напада сборн аргентин серх агуэр явля автор единствен гол альбиселест чемпионат мир пропуст матч группов этап прот нигер сво twitter аккаунт написа журналист хос альварес кун агуэр сыгра реша матч прот нигер сампаол хорх сампаол — главн тренер команд прим лент ру накажет раньш публик объясн эт спортивн причин — написа репортер ран июн daily mail сообщ игрок сборн хавьер маскера лионел месс сам определ соста матч африканск сборн издан сосла слов чемпион мир год рикард джуст котор очеред узна произошедш неназва менеджер команд июн такж появ информац аргентинц выступ прот сампаол поражен хорват репортер america tv себастья темпон утвержда футболист устро собран реш матч нигер выйдут руководств друг наставник агуэр заб единствен гол сборн аргентин перв матч команд турнир южноамериканц сыгра внич сборн исланд заключительн матч группов этап аргентинц случа побед нигер сохраня шанс выход фина случа исландц такж набра одн очк двух матч обыгрыва хорват след этап пройдет команд лучш разниц забит пропущен мяч матч нигер аргентин состо июн нача матч запланирова чемпионат мир заверш июл,Спорт
440,отел город саранск меркур располож сборн португал футбол обнесл двойн огражден сообща столиц городск власт установ втор ряд забор перекр пешеходн зон ряд гостиниц предположительн эт связа требован португальск команд огранич подход отел многочислен болельщик вечер июн возл гостиниц собра болельщик шум напада сборн криштиан роналд вынужд подойт окн сво номер прос собра разойт форвард жест показа команд необходим отдохнут матч иран встреч трет тур групп b двум команд состо июн матч начнет московск времен,Спорт
441,тренерск штаб сборн росс футбол обнародова стартов соста команд матч трет тур группов этап чемпионат мир прот уругв зап появ официальн twitter национальн команд перв минут пол выйдут вратар игор акинфе защитник игор смольник ил кутеп серг игнашевич федор кудряш юр газинск полузащитник рома зобнин александр самед алекс миранчук денис черыш напада арт дзюб стартов соста станисла черчес включ александр головин мар фернандес заявк игр игрок присутств матч пройдет самар начнет московск времен сборн росс выход чемпионат мир перв мест групп устро нич чемпионат мир продл июл,Спорт
442,белорусск биатлонистк четырехкратн олимпийск чемпионк дар домрачев объяв завершен спортивн карьер слов переда интерфакс эт решен обдума нелегк заверша спортивн карьер — заяв летн домрачев пресс конференц минск спортсменк отмет столкнул трудност пыт найт компромисс продолжен карьер спорт воспитан ребенк биатлонистк поблагодар поддержива спорт апрел завершен спортивн карьер объяв супруг домрачев — норвежск биатлонист ул эйнар бьорндал летн спортсм восем золот медал олимпиад летн домрачев явля наибол титулова белорусск биатлонистк актив спортсменк четыр золот олимпийск игр выигра игр соч год одн — олимпиад пхенчхан котор прошл феврал го,Спорт
443,сборн колумб переигра команд польш счет матч групп h чемпионат мир лиш поляк шанс выход стад пле офф сообща корреспондент лент ру счет матч й минут откр эрр мин й минут воспользова проника передач хуа кинтер счет удво радамел фалька спуст пят минут колумбийц внов празднова взят ворот соперник отлич хуа куадрад двух тур групп h лидир сборн япон четырьм очк сенегальц располож втор строчк такж имеют сво актив четыр очк колумбийц трем очк занима трет мест поляк сумел набра очк замыка квартет заключительн тур группов этап колумб сыгра прот сборн сенега поляк предсто встреч сборн япон об матч пройдут июн начнут синхрон московск времен чемпионат мир заверш июл,Спорт
444,брат алекс васил березуцк покинут московск цска сообща sport информац источник защитник реш продлева сво контракт клуб котор истека июн апрел владелец цска евген гинер заверя проведет переговор брат попыта убед оста год алекс березуцк пришел армейск клуб начал сезон спуст год команд присоедин васил об футболист игра торпед зил общ сложност перв провел состав цска матч котор заб мяч актив втор матч футболк московск клуб гол защитник — шестикратн чемпион росс обладател кубк уеф игр цска брат постоя вызыва сборн росс котор ушл год начал домашн чемпионат мир березуцк отказа вернут команд васил березуцк провел национальн команд матч отмет пят гол счет алексе игр состав сборн брат стал бронзов призер евр,Спорт
445,слух уход мохаммед салах сборн египт встреч глав чечн рамзан кадыров — неправд счита министр нацполитик внешн связ печат информац республик джамбулат умар чиновник выступа официальн спикер ситуац пребыван регион египетск команд рассказа интерв радиостанц говор москв эт чуш видел как настроен наш любим игрок мог сдела так заявлен пыта говор мохаммед салах ссыл неизвестн источник близк клуб ливерпул наруша прав — подчеркнул умар мнен телекана cnn оклевета спортсм постав неудобн положен сал полон надежд состав сборн египт сыгра клуб ахмат увер прочита заметк cnn сожалет cnn так позволя — заключ чиновник ран cnn сообщ сал заверш выступлен национальн команд встреч кадыров информац телекана египтянин недовол наскольк широк сми освеща эт событ,Спорт
446,напада клуб национальн хоккейн лиг нхл вашингтон кэпиталс александр овечкин прилетел москв кубк стэнл воскресен июн сообща тасс отмеча агентств график путешеств трофе утвержд традиц кажд хоккеист завоева кубок отвезт родин июн вашингтон кэпиталс капитан котор явля овечкин стал обладател кубк стэнл побед пят матч финальн сер вегас голд найтс летн овечкин год выступа вашингтон сезон форвард вперв вышел команд фина кубк стэнл вперв завоева троф актив форвард побед чемпионат мир вмест сборн росс,Спорт
447,матч втор круг групп h чемпионат мир сборн япон сенега заверш нич — сообща корреспондент лент ру перв гол записа сво счет сенегалец сад ман пораз ворот японц й минут матч й минут такас ину счет сравня минут конц основн времен матч сенегальц внов вышл вперед отлич мусс ваг спуст минут счет сравня бывш игрок московск цска кейсук хонд вышедш замен вмест синдз кагав июн сенега обыгра сборн польш счет друг стартов поединк квартет h япон взял верх колумбийц матч такж заверш счет польш колумб встрет июн матч начнет московск времен чемпионат мир заверш июл,Спорт
448,шест человек убит мексиканск город сьюдад хуарес врем празднован побед национальн сборн чемпионат мир футбол росс воскресен июн сообща la vanguardia отмеча издан шестер приятел собра гараж телевизор посмотрет матч эт врем помещен ворва неизвестн вооружен люд откр огон сосед вызва полиц найт злоумышленник пок уда правоохранительн орга провод расследован сьюдад хуарес добавля газет — сам опасн город стран ма зарегистрирова преднамерен убийств июн — игр сборн мексик команд республик коре прошл июн ростов дон встреч заверш счет польз североамериканц,Спорт
449,напада сборн росс федор смол рассказа относ критик сторон болельщик начал чемпионат мир футбол слов футболист привод чемпионат com наход баз новогорск вакуум турц переста след новост смир худш люд стран счастлив рад получа — сказа смол товарищеск матч турц стал последн сборн росс начал мундиал встреч заверш счет стал седьм подряд котор хозяев турнир сумел побед группов этап россиян руководств станислав черчесов одержа две побед двух возможн общ счет обеспеч выход пле офф июн команд сыгра уругва котор такж вышел фина итог станет известн расстановк команд групп смол выход пол двух матч гол заб,Спорт
450,международн федерац футбол фиф завел дисциплинарн дел отношен инцидент участ двух футбольн чиновник представля сборн герман чемпионат мир сообща р спорт пресс секретар бундест ульр фойгт менеджер немецк футбольн союз dfb георг бехла спровоцирова перепалк представител сборн швец дво немецк чиновник праздн гол тон кроос принесш немц побед пят добавлен минут матч прот швец позвол ряд груб жест сторон скамейк швед встреч главн тренер скандинавск команд ян андерссон футболист эмил форсберг выраз недовольств поведен немецк сторон финальн свистк сообща dfb успел принест извинен поведен сво футбольн чиновник игрок июн сборн герман одержа перв побед чемпионат мир команд йоахим лев переигра сборн швец счет чемпионат мир заверш июл,Спорт
451,напада сборн аргентин лионел месс полузащитник хавьер маскера определ соста матч трет тур группов этап чемпионат мир нигер сообща daily mail издан привод слов чемпион мир год рикард джуст котор общен менеджер аргентинск сборн заяв тренер хорх сампаол участвова формирован состав игр выберут футболист реша слов месс маскера джуст отмет сампаол присутствова скамейк запасн врем встреч нигер разгромн поражен хорват втор тур аргентин оказа гран вылет чемпионат мир перв матч турнир команд месс смогл обыгра исланд — встреч заверш счет плох результат неубедительн игр сборн раскритикова такж сообща игрок выступ прот сампаол матч нигер состо июн актив африканск команд очк аргентин выход пле офф необходим побежда соперник,Спорт
452,напада сборн египт футбол мохаммед сал заверш выступлен национальн команд встреч глав чечн рамзан кадыров сообща cnn ссылк близк игрок источник информац египтянин недовол наскольк широк сми освеща встреч кадыров мнен салах использова политическ цел уход сборн игрок рассматрива качеств вариант решен проблем июн кадыр присво египтянин зван почетн гражданин чеченск республик глав регион сдела эт торжествен ужин чест сборн египт сал приня участ перв матч египтя прот команд уругв котор заверш побед южноамериканц счет июн форвард вышел пол прот сборн росс отмет реализова пенальт египтян проигра россиян счет лиш шанс выход чемпионат мир заключительн матч группов этап египтян сыгра сборн саудовск арав матч пройдет июн начнет московск времен чемпионат мир заверш июл,Спорт
453,глав чеченск республик рамза кадыр подар напада сборн египт мохаммед салах футболк грозненск клуб ахмат сообщ сво страниц вконтакт кадыр организова ужин чест египетск команд котор лиш шанс выход фина чемпионат мир нем такж присво салах зван почетн гражданин республик об сторон выраз пожелан будущ провест товарищеск матч египетск сборн футбольн клуб ахмат — написа кадыр старт чемпионат мир правозащитник организац human rights watch возмут глав чечн прерва отд напада сборн египт рад публичн выход грозн приб салах отел отдыха сво номер попрос сопровожда стадион тренирова команд египт вмест форвард появ пол овац зрител сал чемпионат мир провел матч — сборн росс перв встреч уругва пропуст продолжа восстанавлива травм плеч,Спорт
454,​дисциплинарн комитет международн федерац футбол фиф нача рассматрива дел футболист сборн швейцар гранит джак джерда шакир показа политическ жест забит мяч игр прот серб рассказа bbc news футболист выходц косов празднова забит мяч скрест рук должн символизирова двуглав орл — герб косов албан сообща сербск болельщик освиста швейцарск футболист показа жест эт прост эмоц очен рад заб гол — сказа шакир обруш обвинен фиф заяв поведен сербск болельщик такж останет безнаказа отношен матч возбужд дисциплинарн дел прот сербск fa беспорядк толп проявлен политическ оскорбительн сообщен сербск фанат июн сборн швейцар одержа побед серб счет й минут счет откр напада серб александар митрович втор тайм полузащитник швейцар гран джак сравня счет минут й минут встреч хавбек джерда шакир вывел швейцарц вперед об футболист явля этническ албанц косов суббот июн появ информац вышедш бутс флаг косов полузащитник швейцарц шакир генеральн секретар футбольн союз серб выраз возмущен поступк год косовск албанц нача войн серб независим конфликт заверш воен операц нат косов официальн сербск власт призна независим косов,Спорт
455,сборн англ разгром команд панам матч втор тур группов этап чемпионат мир сообща корреспондент лент ру встреч прошл воскресен июн нижн новгород заверш счет гол состав победител отмет защитник джон стоунс минут полузащитник джесс лингард напада гарр кейн прич перв мяч заб пенальт й минут защитник панам филип бал отмет перв истор сборн гол чемпионат мир англичан лидир групп g набра шест очк сборн бельг обеспеч прав участ фина панамц проигра втор матч подряд такж квартет выступа тунис,Спорт
